,id,original_title,imdb_id,genre_ids,genres,rating,popularity,release_date,budget,revenue,runtime,status,title
194,600515,How to Get from Here to There,tt8656220,"[18, 878]","['Drama', 'Science Fiction']",NR-Manual,1.473,2019-04-23,0,0,80,Released,How to Get from Here to There
195,693734,A.E.S.O.P.,tt10267266,"[10749, 878]","['Romance', 'Science Fiction']",PG-13,1.476,2019-04-19,0,0,92,Released,A.E.S.O.P.
196,633440,Limerence,tt10155150,[],[],NR-Manual,0.6,2019-04-19,0,0,8,Released,Limerence
197,686801,Goodbye Fantasy,,[],[],NR-Manual,0.6,2019-04-05,0,0,15,Released,Goodbye Fantasy
198,594793,Mankind,tt8949438,"[18, 878]","['Drama', 'Science Fiction']",NR-Manual,1.441,2019-03-30,0,0,13,Released,Mankind
199,610919,Clothes & Blow,tt8150000,"[18, 35]","['Drama', 'Comedy']",NR-Manual,0.68,2019-03-27,0,0,23,Released,Clothes & Blow
200,776006,Better off,,[10402],['Music'],NR,0.6,2019-03-21,0,0,4,Released,Better off
201,588200,"A Life, Complete",,[16],['Animation'],NR-Manual,0.6,2019-03-08,0,0,2,Released,"A Life, Complete"
202,584204,Ponyboi,tt8661386,[],[],NR-Manual,1.4,2019-03-01,0,0,19,Released,Ponyboi
203,584457,Desire: The Short Films Of Ohm,tt9867746,"[10749, 18]","['Romance', 'Drama']",NR,2.977,2019-02-25,0,0,74,Released,Desire: The Short Films Of Ohm
204,641045,Sweetheart Dancers,tt9542246,[],[],NR-Manual,0.6,2019-02-23,0,0,12,Released,Sweetheart Dancers
205,652167,Meatoo,tt14176502,[18],['Drama'],NR-Manual,0.6,2019-02-18,0,0,5,Released,Meatoo
206,585482,Boys On Film 19: No Ordinary Boy,tt10777102,"[18, 10749, 53, 9648, 16, 10402]","['Drama', 'Romance', 'Thriller', 'Mystery', 'Animation', 'Music']",NR,1.54,2019-02-18,0,0,132,Released,Boys On Film 19: No Ordinary Boy
207,620056,"Whale, Hello There",tt8996444,"[35, 10749]","['Comedy', 'Romance']",NR-Manual,0.666,2019-02-14,0,0,9,Released,"Whale, Hello There"
208,585833,Steam Room Stories: The Movie,tt8483220,"[35, 10749]","['Comedy', 'Romance']",NR-Manual,2.799,2019-02-14,0,0,95,Released,Steam Room Stories: The Movie
209,633735,The One You Never Forget,tt9054366,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.6,2019-02-09,0,0,9,Released,The One You Never Forget
210,849741,Room Closet,tt11766786,[18],['Drama'],NR-Manual,0.84,2019-02-08,0,0,7,Released,Room Closet
211,557648,Rent,tt6881910,"[10402, 10770, 18]","['Music', 'TV Movie', 'Drama']",NR-Manual,7.783,2019-01-27,0,0,135,Released,Rent
212,578654,Lockdown,tt7461380,[18],['Drama'],NR-Manual,0.6,2019-01-25,0,0,12,Released,Lockdown
213,569891,Lavender,tt9071140,"[18, 10749]","['Drama', 'Romance']",NR-Manual,1.075,2019-01-24,0,0,11,Released,Lavender
214,507152,Myra,tt5765530,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']",NR,0.6,2019-01-19,30000,0,54,Released,Myra
215,668565,Vending Machine,,[16],['Animation'],NR-Manual,0.6,2019-01-12,0,0,5,Released,Vending Machine
216,573408,Shirley and Baby,tt8306360,[18],['Drama'],NR-Manual,0.642,2019-01-06,0,0,106,Released,Shirley and Baby
217,615033,The Space Between Us,tt8768044,[18],['Drama'],NR-Manual,1.201,2018-12-31,0,0,14,Released,The Space Between Us
218,729610,Wrapped Up in You,tt9727890,[10749],['Romance'],NR-Manual,1.735,2018-12-19,0,0,13,Released,Wrapped Up in You
219,422273,A Nice Quiet Life,tt4714710,[],[],NR-Manual,2.742,2018-12-17,0,0,85,Released,A Nice Quiet Life
220,575478,In My Blood,tt9539668,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.605,2018-12-15,680,0,8,Released,In My Blood
221,622226,Male Shorts: International V2,,[],[],NR-Manual,1.16,2018-12-11,0,0,92,Released,Male Shorts: International V2
222,609698,The Goodbye,tt8397972,"[35, 18]","['Comedy', 'Drama']",NR,0.6,2018-12-04,0,0,12,Released,The Goodbye
223,375262,The Favourite,tt5083738,"[18, 35]","['Drama', 'Comedy']",R,26.708,2018-11-23,15000000,82124805,119,Released,The Favourite
224,606461,Sex & Water,tt12318844,[18],['Drama'],NR-Manual,0.6,2018-11-20,0,0,63,Released,Sex & Water
225,491418,Instant Family,tt7401588,"[35, 18]","['Comedy', 'Drama']",PG-13,67.977,2018-11-16,48000000,14700000,118,Released,Instant Family
226,490132,Green Book,tt6966692,"[18, 35]","['Drama', 'Comedy']",PG-13,47.671,2018-11-16,23000000,319700000,130,Released,Green Book
227,585806,The Male Gaze: First Kiss,tt10582738,"[18, 35]","['Drama', 'Comedy']",NR-Manual,2.404,2018-11-12,0,0,98,Released,The Male Gaze: First Kiss
228,615697,Walk With Me,tt5494182,[18],['Drama'],NR-Manual,0.6,2018-11-12,0,0,15,Released,Walk With Me
229,478427,Postcards from London,tt6280608,[18],['Drama'],NR-Manual,3.148,2018-11-09,0,0,90,Released,Postcards from London
230,526034,Lez Bomb,tt3496790,[35],['Comedy'],NC-17,4.488,2018-11-09,0,0,91,Released,Lez Bomb
231,424694,Bohemian Rhapsody,tt1727824,"[10402, 18, 36]","['Music', 'Drama', 'History']",PG-13,67.941,2018-11-02,52000000,894027543,135,Released,Bohemian Rhapsody
232,472451,Boy Erased,tt7008872,[18],['Drama'],R,16.829,2018-11-02,0,7928149,115,Released,Boy Erased
233,565725,Necro-Mancing Dennis,tt7218574,"[18, 27, 35]","['Drama', 'Horror', 'Comedy']",NR,3.177,2018-10-31,25000,0,74,Released,Necro-Mancing Dennis
234,568922,Dedalus,tt4666220,[18],['Drama'],NR-Manual,0.723,2018-10-28,0,0,92,Released,Dedalus
235,502220,1985,tt6411590,[18],['Drama'],NR-Manual,4.827,2018-10-26,0,0,85,Released,1985
236,535773,Huckleberry,tt8679574,"[18, 53]","['Drama', 'Thriller']",NR-Manual,1.149,2018-10-21,178000,0,80,Released,Huckleberry
237,556935,Jules of Light and Dark,tt3326106,[18],['Drama'],NR-Manual,3.276,2018-10-20,0,0,87,Released,Jules of Light and Dark
238,640036,Visible: The LGBTQ Caribbean Diaspora,tt7701550,[],[],NR-Manual,0.884,2018-10-15,0,0,90,Released,Visible: The LGBTQ Caribbean Diaspora
239,560509,Sam Did It,tt6610976,[35],['Comedy'],NR-Manual,0.694,2018-10-12,0,0,11,Released,Sam Did It
240,539247,Committed,tt8772556,"[53, 80]","['Thriller', 'Crime']",NR-Manual,0.6,2018-10-12,3000,0,17,Released,Committed
241,592033,An American Hate Crime,tt8294696,[18],['Drama'],NR,0.964,2018-10-07,13000,0,92,Released,An American Hate Crime
242,606820,Ace,tt5849392,[18],['Drama'],NR-Manual,1.431,2018-10-07,0,0,19,Released,Ace
243,511827,Killer Unicorn,tt6423998,[27],['Horror'],NR-Manual,1.987,2018-10-06,0,0,74,Released,Killer Unicorn
244,536272,Broken Sunflower Hearts,tt8080562,"[10749, 18]","['Romance', 'Drama']",NR-Manual,0.854,2018-10-06,0,0,14,Released,Broken Sunflower Hearts
245,427214,The Happy Prince,tt2404639,[18],['Drama'],R,13.032,2018-10-05,0,0,101,Released,The Happy Prince
246,568945,Introspective - Labels And Discrimination Within The LGBTQ Community,tt8018988,[],[],NR-Manual,0.6,2018-10-02,0,0,57,Released,Introspective - Labels And Discrimination Within The LGBTQ Community
247,568909,Analysis Paralysis,tt8027296,[],[],NR-Manual,1.851,2018-09-27,0,0,0,Released,Analysis Paralysis
248,633109,Michael Joseph Jason John,tt7855798,"[10749, 53]","['Romance', 'Thriller']",NR-Manual,1.009,2018-09-22,0,0,10,Released,Michael Joseph Jason John
249,549110,The Breeding,tt7390090,"[18, 53]","['Drama', 'Thriller']",NR,1.793,2018-09-07,0,0,83,Released,The Breeding
250,633131,Just Me,tt8852680,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.6,2018-08-01,0,0,11,Released,Just Me
251,727544,Head Over Heels,,"[35, 10402, 10749]","['Comedy', 'Music', 'Romance']",PG-13,0.853,2018-07-26,0,0,120,Released,Head Over Heels
252,567046,2 In the Bush: A Love Story,tt8493776,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR-Manual,2.209,2018-07-19,0,0,97,Released,2 In the Bush: A Love Story
253,574192,The Cleanse,tt7233748,"[27, 35, 53]","['Horror', 'Comedy', 'Thriller']",NR-Manual,1.0,2018-07-17,0,0,13,Released,The Cleanse
254,536270,Writhing,tt6367620,"[14, 18]","['Fantasy', 'Drama']",NR-Manual,0.6,2018-07-16,0,0,12,Released,Writhing
255,582662,Through a Boy's Eyes,tt10887516,"[18, 10749]","['Drama', 'Romance']",NR,1.854,2018-07-05,0,0,76,Released,Through a Boy's Eyes
256,399725,Ideal Home,tt5460880,"[35, 18]","['Comedy', 'Drama']",NR,11.157,2018-06-29,10000000,0,91,Released,Ideal Home
257,644459,Neon Boys,tt7941004,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.707,2018-06-26,40000,0,30,Released,Neon Boys
258,583138,Male Shorts: International V1,tt8634460,[18],['Drama'],NR-Manual,0.6,2018-06-26,0,0,0,Released,Male Shorts: International V1
259,526164,Kill the Monsters,tt8315704,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR-Manual,1.505,2018-06-23,0,0,77,Released,Kill the Monsters
260,467952,The Catcher Was a Spy,tt4602066,"[18, 10752, 53]","['Drama', 'War', 'Thriller']",R,12.251,2018-06-22,0,0,94,Released,The Catcher Was a Spy
261,529531,Hannah Gadsby: Nanette,tt8465676,[35],['Comedy'],NR-Manual,10.261,2018-06-19,0,0,69,Released,Hannah Gadsby: Nanette
262,686159,Submerged,tt9285596,[18],['Drama'],NR-Manual,0.6,2018-06-16,0,0,11,Released,Submerged
263,461413,Manivald,tt6724880,"[16, 10749, 35]","['Animation', 'Romance', 'Comedy']",NR-Manual,1.043,2018-06-16,0,0,13,Released,Manivald
264,550103,Shadows on the Road,tt7391194,"[18, 9648, 53]","['Drama', 'Mystery', 'Thriller']",NR-Manual,2.421,2018-06-15,0,0,72,Released,Shadows on the Road
265,529909,The Dare Project,tt8257662,[18],['Drama'],NR-Manual,4.553,2018-06-15,0,0,18,Released,The Dare Project
266,526265,Cameron Esposito: Rape Jokes,tt8557762,[35],['Comedy'],NR-Manual,2.459,2018-06-11,0,0,61,Released,Cameron Esposito: Rape Jokes
267,620691,The Jealous Sea,tt7415494,"[18, 10749]","['Drama', 'Romance']",NR,2.111,2018-06-09,0,0,13,Released,The Jealous Sea
268,530842,Fish Tank,tt7752506,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.6,2018-06-08,0,0,6,Released,Fish Tank
269,528947,Number 12 Looks Just Like You,,"[18, 10749]","['Drama', 'Romance']",NR,0.6,2018-06-07,100,10,13,Released,Number 12 Looks Just Like You
270,635725,Prom Night,tt8509746,[18],['Drama'],NR-Manual,2.452,2018-06-03,0,0,11,Released,Prom Night
271,467917,A Kid Like Jake,tt6884200,[18],['Drama'],NR-Manual,10.659,2018-06-01,0,0,92,Released,A Kid Like Jake
272,504331,Hurricane Bianca: From Russia with Hate,tt6113122,[35],['Comedy'],NR-Manual,8.16,2018-05-18,0,0,85,Released,Hurricane Bianca: From Russia with Hate
273,635113,Guardian,tt8012036,[18],['Drama'],NR-Manual,0.6,2018-05-17,0,0,15,Released,Guardian
274,530466,Bitter Melon,tt7241800,"[35, 80]","['Comedy', 'Crime']",NR-Manual,0.6,2018-05-12,0,0,110,Released,Bitter Melon
275,523404,Long Distance Train,,"[10749, 9648, 16]","['Romance', 'Mystery', 'Animation']",NR-Manual,0.6,2018-05-10,0,0,5,Released,Long Distance Train
276,615034,The Last Kiss,tt9800484,[18],['Drama'],NR-Manual,1.445,2018-05-09,0,0,14,Released,The Last Kiss
277,516590,Boy Boy Girl Girl,tt8244398,[18],['Drama'],NR-Manual,0.902,2018-04-30,0,0,11,Released,Boy Boy Girl Girl
278,419743,Disobedience,tt6108178,"[18, 10749]","['Drama', 'Romance']",R,48.319,2018-04-27,6000000,0,114,Released,Disobedience
279,499319,Duck Butter,tt6958014,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']",NR-Manual,20.245,2018-04-27,0,6877,94,Released,Duck Butter
280,517582,Dirty Computer,tt8343642,"[10402, 18, 10749, 878]","['Music', 'Drama', 'Romance', 'Science Fiction']",NR-Manual,5.447,2018-04-23,0,0,49,Released,Dirty Computer
281,511785,Alex Strangelove,tt5688996,"[35, 18]","['Comedy', 'Drama']",R,19.105,2018-04-16,0,0,99,Released,Alex Strangelove
282,574184,The Morning After,tt9382354,[18],['Drama'],NR-Manual,0.6,2018-04-12,0,0,13,Released,The Morning After
283,720179,The Deaf Boy's Disease,tt7772678,[18],['Drama'],NR-Manual,0.889,2018-04-10,0,0,14,Released,The Deaf Boy's Disease
284,706385,Hopelessly,tt7531542,[18],['Drama'],NR-Manual,0.6,2018-03-31,0,0,5,Released,Hopelessly
285,490854,How the Moon Fell from the Sky and No One Even Noticed,tt8056164,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']",NR,0.6,2018-03-24,2500,0,40,Released,How the Moon Fell from the Sky and No One Even Noticed
286,449176,"Love, Simon",tt5164432,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",PG-13,37.116,2018-03-16,17000000,66316289,110,Released,"Love, Simon"
287,502147,Wild Nights with Emily,tt5176580,"[36, 35]","['History', 'Comedy']",NR-Manual,4.719,2018-03-11,0,0,84,Released,Wild Nights with Emily
288,507196,The Things You Think I'm Thinking,tt6952702,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.6,2018-03-10,0,0,15,Released,The Things You Think I'm Thinking
289,369403,"Happy Birthday, Marsha!",tt4406114,"[18, 36]","['Drama', 'History']",NR-Manual,1.152,2018-03-10,0,0,14,Released,"Happy Birthday, Marsha!"
290,513791,Untitled Tenderness Project,tt8112516,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR-Manual,0.6,2018-03-01,0,0,15,Released,Untitled Tenderness Project
291,434072,Mapplethorpe,tt1389098,"[18, 36]","['Drama', 'History']",NR,4.99,2018-03-01,0,0,102,Released,Mapplethorpe
292,556497,Contact,tt6311916,[878],['Science Fiction'],NR-Manual,1.4,2018-02-28,0,0,13,Released,Contact
293,519967,Silverlake Afternoon,tt7340492,[35],['Comedy'],NR-Manual,0.639,2018-02-09,0,0,10,Released,Silverlake Afternoon
294,474560,Sebastian,tt6087058,"[18, 10749]","['Drama', 'Romance']",NR-Manual,2.002,2018-02-06,50000,0,80,Released,Sebastian
295,441146,Just Charlie,tt4838248,[18],['Drama'],NR,3.967,2018-01-30,0,0,97,Released,Just Charlie
296,426613,The Miseducation of Cameron Post,tt6257174,[18],['Drama'],NR,26.48,2018-01-22,900000,2019874,92,Released,The Miseducation of Cameron Post
297,568993,Say Yes,tt7217362,[],[],NR-Manual,2.416,2018-01-22,0,0,94,Released,Say Yes
298,500003,Funny Story,tt7422552,"[35, 18]","['Comedy', 'Drama']",NR-Manual,5.26,2018-01-21,0,0,84,Released,Funny Story
299,440424,Freak Show,tt5089534,"[35, 18]","['Comedy', 'Drama']",NR-Manual,10.022,2018-01-12,0,0,91,Released,Freak Show
300,513317,Steeletto,,[18],['Drama'],NR-Manual,0.6,2018-01-08,0,0,7,Released,Steeletto
301,536059,Angel of Anywhere,tt6850968,[18],['Drama'],NR,0.78,2018-01-06,0,0,16,Released,Angel of Anywhere
302,582057,ruok,tt8696410,[35],['Comedy'],NR-Manual,0.682,2018-01-01,0,0,13,Released,ruok
303,685249,My Best Friend,tt11482346,"[18, 10749]","['Drama', 'Romance']",NR-Manual,0.6,2018-01-01,0,0,17,Released,My Best Friend
304,507857,Boys On Film 17: Love Is the Drug,tt7831486,"[35, 18, 16]","['Comedy', 'Drama', 'Animation']",NR-Manual,4.33,2017-12-15,0,0,140,Released,Boys On Film 17: Love Is the Drug
305,465026,"You, Me and Him",tt4928814,[35],['Comedy'],NR-Manual,5.367,2017-12-15,0,0,98,Released,"You, Me and Him"
306,492434,Billy Star,tt9088424,[18],['Drama'],NR-Manual,0.969,2017-12-12,0,0,22,Released,Billy Star
307,476976,I Love Her,tt4921812,[18],['Drama'],NR-Manual,0.6,2017-12-01,0,0,93,Released,I Love Her
308,489596,How to Be a Slut in America,tt9528318,"[18, 35]","['Drama', 'Comedy']",NR,1.281,2017-11-28,0,0,74,Released,How to Be a Slut in America
309,398818,Call Me by Your Name,tt5726616,"[10749, 18]","['Romance', 'Drama']",R,121.453,2017-11-24,4000000,41063475,132,Released,Call Me by Your Name
310,637725,Mine,tt6271614,[18],['Drama'],NR-Manual,1.381,2017-11-08,0,0,6,Released,Mine
311,446289,Hello Again,tt3710966,"[10402, 18, 10749]","['Music', 'Drama', 'Romance']",NR,4.802,2017-11-08,0,0,105,Released,Hello Again
312,497859,Feels Like Euphoria,tt5840072,"[18, 10749]","['Drama', 'Romance']",NR-Manual,132.516,2017-11-07,0,0,,Released,Feels Like Euphoria
313,454889,Princess Cyd,tt6053440,"[10749, 18]","['Romance', 'Drama']",NR-Manual,10.729,2017-11-03,0,0,96,Released,Princess Cyd
314,421131,The Carmilla Movie,tt7427856,"[27, 35, 10749]","['Horror', 'Comedy', 'Romance']",R,10.61,2017-10-27,0,0,94,Released,The Carmilla Movie
315,481937,Strapped for Danger,tt6719566,"[35, 80]","['Comedy', 'Crime']",NR-Manual,2.213,2017-10-26,25000,0,73,Released,Strapped for Danger
316,528390,Women & Sometimes Men,tt4344742,"[18, 10749]","['Drama', 'Romance']",NR-Manual,3.099,2017-10-21,0,0,87,Released,Women & Sometimes Men
317,637104,Foreign Lovers,tt6658038,[18],['Drama'],NR-Manual,1.4,2017-10-14,0,0,19,Released,Foreign Lovers
318,350050,They,tt5873216,[18],['Drama'],NR-Manual,3.031,2017-10-13,0,0,80,Released,They
319,783947,Nudist of the Living Dead,tt8293270,"[27, 35]","['Horror', 'Comedy']",NR-Manual,1.4,2017-09-29,6000,0,24,Released,Nudist of the Living Dead
320,793374,Boyfriend,tt8800808,[18],['Drama'],NR-Manual,1.4,2017-09-28,0,0,6,Released,Boyfriend
321,442896,Cherry Pop,tt4807950,[35],['Comedy'],NR-Manual,4.842,2017-09-22,0,0,80,Released,Cherry Pop
322,574031,Ablution,tt6974862,[18],['Drama'],NR-Manual,0.882,2017-09-21,0,0,15,Released,Ablution
323,585494,The Private War of Joseph Sargent,,"[18, 10749]","['Drama', 'Romance']",NR,2.659,2017-09-19,0,0,32,Released,The Private War of Joseph Sargent
324,438459,Easy Living,tt5067958,"[35, 18, 53]","['Comedy', 'Drama', 'Thriller']",NR-Manual,2.675,2017-09-15,0,0,80,Released,Easy Living
325,227315,As You Like It,tt3116250,[18],['Drama'],NR-Manual,3.014,2017-09-15,0,0,103,Released,As You Like It
326,488770,Strangers,tt4889096,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR-Manual,1.151,2017-09-04,0,0,111,Released,Strangers
327,471689,Everything Is Free,tt7344622,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR,2.435,2017-09-03,0,0,91,Released,Everything Is Free
328,537196,Bromance,tt6675818,[35],['Comedy'],NR-Manual,0.6,2017-09-01,10000,0,27,Released,Bromance
329,516334,Life After,tt7538712,[18],['Drama'],NR-Manual,1.1,2017-09-01,0,0,12,Released,Life After
330,609621,New Queer Visions: Men from the Boys,tt10887586,"[18, 10749]","['Drama', 'Romance']",NR-Manual,1.4,2017-09-01,0,0,115,Released,New Queer Visions: Men from the Boys
331,426238,Beach Rats,tt6303866,"[18, 10749]","['Drama', 'Romance']",R,14.465,2017-08-25,0,486,95,Released,Beach Rats
332,779658,Encuentro,tt6003978,[18],['Drama'],NR-Manual,0.6,2017-07-24,5000,0,16,Released,Encuentro
333,615703,One Night Only,tt7831030,[18],['Drama'],NR-Manual,0.6,2017-07-23,0,0,10,Released,One Night Only
334,609261,Falsettos,tt7140738,"[10402, 18, 35]","['Music', 'Drama', 'Comedy']",NR,3.219,2017-07-12,0,0,142,Released,Falsettos
335,521467,Grasshopper Jungle,,"[16, 28, 878]","['Animation', 'Action', 'Science Fiction']",NR-Manual,1.4,2017-07-07,0,0,2,Released,Grasshopper Jungle
336,345916,Do You Take This Man,tt4723724,[18],['Drama'],NR-Manual,3.343,2017-07-07,0,0,92,Released,Do You Take This Man
337,562666,Spot,tt6803312,[18],['Drama'],NR-Manual,0.6,2017-07-01,0,0,9,Released,Spot
338,350916,Spidarlings,tt2262129,"[53, 27, 10402, 35]","['Thriller', 'Horror', 'Music', 'Comedy']",NR,1.765,2017-07-01,160,0,120,Released,Spidarlings
339,648270,Alex & Jaime,tt4766070,[],[],NR-Manual,0.6,2017-07-01,0,0,78,Released,Alex & Jaime
340,471690,Alaska Is a Drag,tt4341390,[18],['Drama'],NR-Manual,1.806,2017-06-23,0,0,83,Released,Alaska Is a Drag
341,494036,Alex and the Handyman,tt7356144,[35],['Comedy'],NR-Manual,0.6,2017-06-22,0,0,14,Released,Alex and the Handyman
342,460100,Anything,tt6213952,"[18, 10749]","['Drama', 'Romance']",R,4.496,2017-06-17,0,0,94,Released,Anything
343,459224,Dating My Mother,tt5974050,[35],['Comedy'],NR,3.779,2017-06-16,0,0,81,Released,Dating My Mother
344,518339,Sunday Morning,tt6562130,"[18, 10751, 53]","['Drama', 'Family', 'Thriller']",NR-Manual,0.856,2017-06-14,9500,0,45,Released,Sunday Morning
345,505326,Golden Boys,tt5708872,[18],['Drama'],NR-Manual,1.35,2017-06-10,0,0,8,Released,Golden Boys
346,572312,Prism,tt6098464,"[878, 18, 10749, 35]","['Science Fiction', 'Drama', 'Romance', 'Comedy']",NR,2.087,2017-06-09,25000,0,90,Released,Prism
347,459225,The Feels,tt5831402,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR-Manual,12.254,2017-06-09,0,0,90,Released,The Feels
348,469247,Boys on Film Presents: Campfire,,[18],['Drama'],NR-Manual,0.6,2017-06-02,0,0,66,Released,Boys on Film Presents: Campfire
349,412202,Handsome Devil,tt5016946,[18],['Drama'],NR-Manual,17.975,2017-06-02,1050000,0,95,Released,Handsome Devil
350,501924,Crazy All These Years,tt4697734,[18],['Drama'],NR-Manual,1.289,2017-06-01,0,0,106,Released,Crazy All These Years
351,455661,In a Heartbeat,tt6969946,"[10751, 16, 10749, 35]","['Family', 'Animation', 'Romance', 'Comedy']",NR-Manual,5.433,2017-06-01,0,0,4,Released,In a Heartbeat
352,545061,Waffles,tt6243790,[],[],NR-Manual,0.6,2017-05-25,0,0,5,Released,Waffles
353,356752,AWOL,tt4462372,[18],['Drama'],NR-Manual,8.963,2017-05-19,0,0,82,Released,AWOL
354,516415,Mr. Carefree Butterfly,,"[16, 35, 18]","['Animation', 'Comedy', 'Drama']",NR,0.641,2017-05-15,0,0,5,Released,Mr. Carefree Butterfly
355,300667,3 Generations,tt4158624,"[35, 18]","['Comedy', 'Drama']",NR-Manual,19.147,2017-05-05,10000000,0,87,Released,3 Generations
356,490232,Ace,tt7176320,[],[],NR-Manual,0.6,2017-04-30,0,0,,Released,Ace
357,455404,B&B,tt5258904,[53],['Thriller'],NR-Manual,7.048,2017-04-28,1000000,0,87,Released,B&B
358,370663,Below Her Mouth,tt5073620,"[18, 10749]","['Drama', 'Romance']",NR-Manual,43.05,2017-04-28,0,33673,92,Released,Below Her Mouth
359,450608,Saturday Church,tt5654600,"[10749, 18, 10402, 14]","['Romance', 'Drama', 'Music', 'Fantasy']",NR-Manual,4.229,2017-04-23,0,0,82,Released,Saturday Church
360,470901,Face 2 Face,tt4835940,[18],['Drama'],NR-Manual,4.246,2017-04-23,0,0,88,Released,Face 2 Face
361,507560,Salta,tt6265970,"[18, 10749]","['Drama', 'Romance']",NR-Manual,1.4,2017-04-22,0,0,13,Released,Dive
362,749275,Head Out,,"[14, 10749]","['Fantasy', 'Romance']",NR-Manual,1.4,2017-04-21,0,0,5,Released,Head Out
363,487624,Cat Skin,tt4264716,"[18, 10749]","['Drama', 'Romance']",NR-Manual,6.633,2017-04-21,0,0,97,Released,Cat Skin
364,452895,7 Witches,tt4424722,"[27, 53]","['Horror', 'Thriller']",NR,4.461,2017-04-14,0,31100,75,Released,7 Witches
365,680777,More Than Only,tt7390114,"[18, 35]","['Drama', 'Comedy']",NR-Manual,1.353,2017-04-01,0,0,107,Released,More Than Only
366,479428,Call Your Father,tt6080264,[35],['Comedy'],NR-Manual,0.6,2017-04-01,0,0,20,Released,Call Your Father
367,633121,Louder Than Words,tt6952754,[18],['Drama'],NR-Manual,0.6,2017-03-28,0,0,16,Released,Louder Than Words
368,305470,Power Rangers,tt3717490,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']",PG-13,71.917,2017-03-24,100000000,142337240,124,Released,Power Rangers
369,451538,The Mess He Made,tt6367326,[18],['Drama'],NR-Manual,0.6,2017-03-11,0,0,10,Released,The Mess He Made
370,446790,Goodbye Blue Sky,tt6416764,"[878, 28, 18]","['Science Fiction', 'Action', 'Drama']",NR-Manual,0.6,2017-03-10,0,0,17,Released,Goodbye Blue Sky
371,397992,Fair Haven,tt3520216,[18],['Drama'],NR-Manual,10.894,2017-03-03,0,0,90,Released,Fair Haven
372,371445,As You Are,tt4444438,"[18, 9648]","['Drama', 'Mystery']",NR-Manual,4.562,2017-02-24,0,0,110,Released,As You Are
373,491043,Bear Creek,tt5779960,[27],['Horror'],NR-Manual,0.755,2017-02-19,0,0,90,Released,Bear Creek
374,442496,Men Don't Whisper,tt6527474,[35],['Comedy'],NR-Manual,1.005,2017-02-14,0,0,23,Released,Men Don't Whisper
375,345149,Another Yeti a Love Story: Life on the Streets,tt3630800,"[35, 27]","['Comedy', 'Horror']",NR-Manual,3.015,2017-02-14,0,0,77,Released,Another Yeti a Love Story: Life on the Streets
376,512169,Resist: an LGBTQ Anthology,tt7266836,[],[],NR-Manual,0.958,2017-02-04,0,0,0,Released,Resist: an LGBTQ Anthology
377,472520,Kept Boy,tt4765862,"[35, 10749]","['Comedy', 'Romance']",NR-Manual,3.221,2017-02-04,0,0,89,Released,Kept Boy
378,428493,God's Own Country,tt5635086,"[10749, 18]","['Romance', 'Drama']",NR-Manual,20.344,2017-01-23,0,2559939,105,Released,God's Own Country
379,920323,Touch Me in the Morning,tt6524094,[18],['Drama'],NR-Manual,0.6,2017-01-23,0,0,5,Released,Touch Me in the Morning
380,444582,Neighborhood Food Drive,tt4809684,[35],['Comedy'],NR-Manual,2.076,2017-01-20,0,0,85,Released,Neighborhood Food Drive
381,401065,The Axe Murders of Villisca,tt3320500,[27],['Horror'],NR-Manual,10.41,2017-01-20,0,0,78,Released,The Axe Murders of Villisca
382,472814,Deviance,tt4386918,"[27, 53]","['Horror', 'Thriller']",NR,1.344,2017-01-01,18,0,78,Released,Deviance
383,453361,Ballet Shoes,tt6359798,[18],['Drama'],NR-Manual,0.709,2016-12-26,0,0,10,Released,Ballet Shoes
384,516102,Rock and Riot! Love Follies,,"[16, 10749, 35]","['Animation', 'Romance', 'Comedy']",NR,0.629,2016-12-12,0,0,2,Released,Rock and Riot! Love Follies
385,430029,What's the Matter with Gerald?,tt4624258,"[35, 18, 14]","['Comedy', 'Drama', 'Fantasy']",NR,1.54,2016-12-12,0,0,99,Released,What's the Matter with Gerald?
386,514237,Turbulence,tt5877212,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",NR,0.689,2016-12-08,0,0,12,Released,Turbulence
387,508617,Silly Girl,tt6244096,"[18, 10749]","['Drama', 'Romance']",NR-Manual,1.245,2016-11-14,0,0,5,Released,Silly Girl
